468.59,289.67,-10.65,-110.76,-110.76,-31.95,168.27,249.2,349.31,308.84,108.63,68.16,168.27,249.2,328.01,289.67,129.93,149.1,168.27,168.27,29.82,8.52,-110.76,-210.86,-351.44,-351.44,-251.33,-191.7,-230.03,-251.33,-132.06,-10.65,349.31,449.42,609.16,628.33,609.16,590,549.53,489.89,189.57,8.52,-230.03,-151.23,8.52,129.93,249.2,289.67,389.78,428.12,509.06,489.89,328.01,208.73,48.99,29.82,-10.65,-10.65,-10.65,-10.65,108.63,149.1,108.63,89.46,-10.65,8.52,-10.65,-10.65,-132.06,-291.8,-670.93,-751.87,-592.13,-430.25,-132.06,-10.65,189.57,249.2,289.67,289.67,308.84,249.2,68.16,-10.65,-210.86,-291.8,-391.91,-430.25,-451.55,-470.72,-470.72,-470.72,-451.55,-451.55,-530.36,-592.13,-690.1,-592.13,-451.55,-451.55,-670.93,-711.4,-651.76,-530.36,-470.72,-570.83,-751.87,-790.21,-830.68,-851.98,-871.15,-890.32,-592.13,-391.91,-70.29,-31.95,-230.03,-351.44,-470.72,-492.02,-530.36,-592.13,-771.04,-871.15,-1011.72,-1071.36,-1190.64,-1190.64,-971.26,-871.15,-630.46,-411.08,-132.06,-151.23,-330.14,-391.91,-291.8,-230.03,-151.23,-191.7,-310.97,-411.08,-511.19,-492.02,-430.25,-470.72,-570.83,-570.83,-291.8,-91.59,89.46,29.82,-270.5,-430.25,-592.13,-592.13,-391.91,-270.5,-151.23,-70.29,389.78,449.42,129.93,-110.76,-291.8,-291.8,-270.5,-351.44,-451.55,-492.02,-570.83,-592.13,-411.08,-270.5,8.52,29.82,-110.76,-210.86,-291.8,-291.8,-470.72,-592.13,-711.4,-630.46,-370.61,-270.5,-110.76,8.52,249.2,328.01,389.78,428.12,549.53,428.12,-10.65,-170.4,-270.5,-230.03,-91.59,-70.29,-110.76,-132.06,-10.65,29.82,227.9,328.01,468.59,468.59,227.9,108.63,8.52,-10.65,-31.95,8.52,89.46,168.27,308.84,349.31,349.31,328.01,428.12,549.53,628.33,509.06,8.52,8.52,8.52,8.52,-10.65,29.82,108.63,129.93,149.1,189.57,368.48,468.59,590,609.16,749.74,809.38,628.33,528.23,368.48,328.01,268.37,227.9,227.9,249.2,308.84,308.84,268.37,268.37,349.31,408.95,549.53,590
619.81,438.77,-31.95,-270.5,-492.02,-451.55,-191.7,-40.47,78.81,48.99,-132.06,-132.06,119.28,308.84,438.77,368.48,29.82,-10.65,0,38.34,78.81,19.17,-170.4,-330.14,-492.02,-470.72,-330.14,-310.97,-291.8,-270.5,-51.12,59.64,619.81,788.08,988.3,969.13,749.74,628.33,457.94,319.49,-10.65,-281.15,-560.18,-521.84,-261.98,-121.41,-10.65,78.81,438.77,519.71,728.44,758.26,609.16,479.24,298.19,259.85,78.81,8.52,-91.59,-51.12,59.64,138.45,298.19,359.96,238.55,119.28,0,0,-70.29,-310.97,-881.8,-1011.72,-800.86,-570.83,-110.76,48.99,279.02,338.66,449.42,519.71,719.92,658.15,319.49,119.28,-230.03,-411.08,-711.4,-751.87,-690.1,-651.76,-771.04,-851.98,-851.98,-771.04,-670.93,-690.1,-851.98,-800.86,-651.76,-660.28,-930.79,-1030.89,-890.32,-751.87,-690.1,-760.39,-911.62,-1001.07,-1111.83,-1141.65,-1131,-1060.71,-751.87,-541.01,-161.88,-80.94,-321.62,-560.18,-830.68,-830.68,-751.87,-751.87,-790.21,-811.51,-952.09,-1071.36,-1312.05,-1331.22,-1011.72,-911.62,-641.11,-421.73,-61.77,-61.77,-210.86,-291.8,-291.8,-230.03,-170.4,-210.86,-351.44,-451.55,-541.01,-541.01,-500.54,-530.36,-511.19,-430.25,-91.59,78.81,198.09,19.17,-470.72,-690.1,-790.21,-751.87,-511.19,-330.14,-10.65,108.63,129.93,78.81,8.52,-70.29,-161.88,-170.4,-221.51,-330.14,-592.13,-670.93,-751.87,-790.21,-722.05,-570.83,-80.94,19.17,-310.97,-481.37,-492.02,-421.73,-511.19,-670.93,-811.51,-730.57,-430.25,-330.14,-70.29,97.98,579.35,719.92,798.73,839.2,979.78,779.56,19.17,-240.68,-310.97,-121.41,138.45,178.92,119.28,68.16,178.92,349.31,698.62,809.38,758.26,679.45,338.66,219.38,38.34,19.17,78.81,119.28,178.92,238.55,419.6,519.71,598.51,598.51,679.45,758.26,779.56,668.8,68.16,19.17,-10.65,-31.95,8.52,78.81,308.84,359.96,398.3,449.42,598.51,709.27,858.37,939.31,909.49,849.85,389.78,259.85,97.98,19.17,-110.76,-170.4,-91.59,0,219.38,259.85,238.55,279.02,438.77,498.41,457.94,398.3
898.84,758.26,238.55,8.52,-330.14,-411.08,-391.91,-321.62,-191.7,-121.41,-91.59,8.52,208.73,379.13,619.81,719.92,668.8,628.33,549.53,579.35,538.88,457.94,97.98,-70.29,-370.61,-411.08,-370.61,-310.97,-230.03,-170.4,-31.95,59.64,649.63,869.02,1188.51,1228.98,1128.87,1018.11,798.73,649.63,178.92,-31.95,-530.36,-621.94,-500.54,-391.91,-230.03,-170.4,138.45,319.49,709.27,758.26,687.97,579.35,528.23,479.24,178.92,0,-132.06,-70.29,78.81,178.92,398.3,519.71,698.62,638.98,457.94,419.6,208.73,-10.65,-660.28,-890.32,-830.68,-611.29,8.52,238.55,687.97,779.56,918.01,958.48,1079.88,988.3,558.05,319.49,-110.76,-391.91,-771.04,-790.21,-492.02,-310.97,-230.03,-291.8,-430.25,-451.55,-451.55,-430.25,-470.72,-481.37,-651.76,-800.86,-1171.47,-1171.47,-851.98,-600.64,-411.08,-460.07,-741.22,-920.14,-1371.69,-1550.6,-1591.07,-1450.49,-781.69,-560.18,-240.68,-181.05,-270.5,-351.44,-470.72,-492.02,-530.36,-551.66,-630.46,-670.93,-830.68,-971.26,-1250.28,-1312.05,-1090.53,-952.09,-592.13,-330.14,119.28,238.55,168.27,68.16,0,-21.3,-80.94,-161.88,-300.32,-362.09,-470.72,-530.36,-751.87,-790.21,-811.51,-751.87,-411.08,-132.06,178.92,159.75,-170.4,-351.44,-492.02,-430.25,-210.86,-51.12,189.57,227.9,29.82,-21.3,0,0,48.99,38.34,0,-70.29,-421.73,-570.83,-690.1,-730.57,-711.4,-570.83,-70.29,-21.3,-351.44,-500.54,-592.13,-600.64,-611.29,-530.36,-451.55,-611.29,-1090.53,-1171.47,-851.98,-570.83,-151.23,-10.65,238.55,359.96,498.41,338.66,-151.23,-351.44,-310.97,-100.11,138.45,198.09,38.34,0,-70.29,-10.65,159.75,198.09,78.81,0,-21.3,-10.65,-210.86,-270.5,-210.86,-110.76,0,59.64,219.38,298.19,259.85,138.45,38.34,119.28,319.49,268.37,0,29.82,319.49,398.3,349.31,359.96,359.96,328.01,189.57,178.92,319.49,449.42,658.15,698.62,728.44,687.97,129.93,-10.65,-191.7,-251.33,-391.91,-430.25,-351.44,-270.5,-110.76,-31.95,119.28,219.38,359.96,398.3,419.6,438.77
579.35,379.13,8.52,-151.23,-330.14,-340.79,-291.8,-221.51,-110.76,-51.12,38.34,119.28,279.02,308.84,338.66,349.31,359.96,349.31,349.31,349.31,308.84,219.38,19.17,-70.29,-310.97,-330.14,-270.5,-230.03,-151.23,-70.29,59.64,178.92,479.24,538.88,628.33,609.16,509.06,468.59,419.6,398.3,227.9,97.98,-251.33,-391.91,-470.72,-451.55,-411.08,-400.43,-110.76,19.17,328.01,359.96,289.67,279.02,359.96,298.19,-110.76,-330.14,-351.44,-210.86,-21.3,38.34,159.75,259.85,259.85,198.09,97.98,59.64,-140.58,-391.91,-960.61,-1090.53,-830.68,-551.66,19.17,259.85,590,658.15,719.92,679.45,619.81,509.06,38.34,-191.7,-651.76,-830.68,-930.79,-811.51,-330.14,-110.76,0,-21.3,-51.12,-110.76,-230.03,-291.8,-511.19,-530.36,-492.02,-530.36,-811.51,-911.62,-851.98,-690.1,-391.91,-270.5,-200.21,-281.15,-711.4,-930.79,-1150.17,-1150.17,-871.15,-711.4,-492.02,-451.55,-391.91,-370.61,-411.08,-451.55,-551.66,-570.83,-592.13,-611.29,-630.46,-651.76,-690.1,-670.93,-391.91,-351.44,-370.61,-310.97,-110.76,-10.65,-10.65,-31.95,-40.47,-31.95,-91.59,-161.88,-230.03,-210.86,-210.86,-330.14,-730.57,-790.21,-811.51,-711.4,-191.7,97.98,457.94,398.3,0,-91.59,-70.29,0,138.45,119.28,0,-21.3,-10.65,8.52,0,-10.65,8.52,-10.65,-91.59,-170.4,-240.68,-300.32,-391.91,-430.25,-400.43,-291.8,-91.59,-132.06,-551.66,-521.84,-310.97,-251.33,-330.14,-330.14,-330.14,-391.91,-570.83,-592.13,-270.5,-70.29,119.28,138.45,198.09,279.02,498.41,398.3,19.17,-100.11,-191.7,-100.11,59.64,129.93,97.98,89.46,178.92,308.84,359.96,289.67,119.28,119.28,19.17,-51.12,-230.03,-251.33,-230.03,-251.33,-251.33,-210.86,-31.95,0,78.81,97.98,178.92,259.85,298.19,227.9,48.99,219.38,619.81,668.8,419.6,268.37,268.37,289.67,129.93,29.82,129.93,338.66,687.97,779.56,858.37,828.55,349.31,138.45,8.52,-31.95,-191.7,-291.8,-330.14,-291.8,-170.4,-110.76,97.98,298.19,619.81,698.62,739.09,758.26
359.96,159.75,-132.06,-210.86,-132.06,-51.12,59.64,119.28,119.28,89.46,-51.12,-51.12,19.17,108.63,138.45,108.63,19.17,19.17,-10.65,-91.59,-310.97,-391.91,-470.72,-470.72,-411.08,-351.44,-230.03,-132.06,-10.65,-21.3,78.81,178.92,558.05,619.81,579.35,519.71,419.6,428.12,389.78,349.31,168.27,59.64,-51.12,-80.94,29.82,178.92,359.96,328.01,289.67,298.19,359.96,338.66,178.92,97.98,38.34,38.34,59.64,97.98,219.38,298.19,338.66,319.49,238.55,159.75,-70.29,-132.06,-110.76,-70.29,-151.23,-291.8,-551.66,-530.36,-300.32,-132.06,59.64,119.28,259.85,259.85,208.73,159.75,159.75,138.45,59.64,-21.3,-110.76,-170.4,-230.03,-251.33,-291.8,-291.8,-351.44,-370.61,-451.55,-470.72,-551.66,-611.29,-790.21,-781.69,-651.76,-600.64,-570.83,-570.83,-511.19,-481.37,-530.36,-592.13,-670.93,-730.57,-790.21,-811.51,-790.21,-711.4,-381.26,-200.21,89.46,149.1,-21.3,-91.59,-310.97,-391.91,-492.02,-551.66,-730.57,-830.68,-930.79,-971.26,-1011.72,-971.26,-670.93,-592.13,-400.43,-281.15,-40.47,-40.47,-210.86,-330.14,-362.09,-340.79,-321.62,-261.98,-170.4,-132.06,-161.88,-181.05,-181.05,-230.03,-310.97,-270.5,-10.65,97.98,238.55,198.09,-31.95,-210.86,-430.25,-411.08,-230.03,-110.76,0,78.81,268.37,259.85,129.93,0,-132.06,-170.4,-230.03,-251.33,-351.44,-351.44,-321.62,-251.33,-40.47,38.34,219.38,219.38,0,0,-91.59,-132.06,-351.44,-470.72,-592.13,-530.36,-291.8,-191.7,-70.29,8.52,159.75,219.38,238.55,238.55,359.96,379.13,219.38,119.28,38.34,59.64,78.81,89.46,29.82,0,19.17,89.46,219.38,279.02,319.49,319.49,359.96,319.49,178.92,119.28,38.34,0,38.34,97.98,238.55,279.02,159.75,97.98,97.98,159.75,238.55,198.09,149.1,189.57,268.37,268.37,238.55,198.09,178.92,168.27,89.46,59.64,138.45,259.85,349.31,389.78,468.59,549.53,638.98,619.81,519.71,457.94,338.66,298.19,298.19,298.19,259.85,198.09,138.45,138.45,219.38,279.02,457.94,538.88
638.98,338.66,-270.5,-551.66,-871.15,-820.03,-592.13,-421.73,-91.59,8.52,-21.3,-10.65,208.73,408.95,719.92,698.62,227.9,108.63,19.17,-21.3,-230.03,-411.08,-790.21,-890.32,-971.26,-990.43,-990.43,-930.79,-570.83,-370.61,19.17,319.49,1399.37,1599.59,1618.76,1439.84,979.78,758.26,528.23,428.12,168.27,19.17,-221.51,-200.21,48.99,249.2,658.15,768.91,949.96,958.48,958.48,879.67,519.71,319.49,78.81,19.17,8.52,-21.3,259.85,457.94,758.26,879.67,1079.88,1099.05,658.15,457.94,168.27,78.81,-161.88,-430.25,-930.79,-971.26,-492.02,-132.06,468.59,687.97,1018.11,1118.22,1009.59,879.67,779.56,749.74,419.6,227.9,-91.59,-210.86,-470.72,-551.66,-451.55,-310.97,-170.4,-210.86,-430.25,-551.66,-670.93,-690.1,-651.76,-600.64,-430.25,-362.09,-330.14,-351.44,-270.5,-210.86,-351.44,-470.72,-741.22,-860.5,-1171.47,-1301.4,-1290.75,-1120.35,-291.8,8.52,628.33,749.74,528.23,259.85,-230.03,-451.55,-790.21,-930.79,-1131,-1190.64,-1312.05,-1410.02,-1510.13,-1431.32,-592.13,-330.14,-21.3,149.1,509.06,568.7,328.01,97.98,-230.03,-340.79,-421.73,-411.08,-411.08,-381.26,-261.98,-161.88,159.75,178.92,138.45,138.45,398.3,538.88,579.35,379.13,-251.33,-611.29,-1011.72,-1011.72,-651.76,-351.44,138.45,389.78,869.02,898.84,768.91,619.81,238.55,138.45,19.17,-132.06,-391.91,-511.19,-451.55,-391.91,-91.59,59.64,619.81,839.2,598.51,328.01,8.52,-80.94,-470.72,-771.04,-1211.94,-1171.47,-690.1,-411.08,8.52,159.75,579.35,698.62,638.98,579.35,758.26,779.56,398.3,97.98,-132.06,-80.94,38.34,59.64,-51.12,-110.76,-151.23,-40.47,97.98,159.75,219.38,198.09,78.81,0,-191.7,-310.97,-430.25,-430.25,-430.25,-411.08,-330.14,-291.8,-210.86,-210.86,-132.06,-10.65,78.81,29.82,-362.09,-421.73,-400.43,-391.91,-421.73,-421.73,-400.43,-430.25,-511.19,-521.84,-400.43,-281.15,-51.12,8.52,129.93,129.93,8.52,-21.3,-10.65,-70.29,-251.33,-330.14,-330.14,-291.8,-210.86,-210.86,-132.06,-70.29,78.81,159.75,298.19,359.96
598.51,379.13,-251.33,-541.01,-830.68,-781.69,-551.66,-351.44,-10.65,48.99,78.81,149.1,449.42,649.63,798.73,698.62,178.92,119.28,0,-80.94,-300.32,-460.07,-851.98,-1011.72,-1150.17,-1131,-1030.89,-952.09,-690.1,-511.19,-31.95,238.55,1378.08,1599.59,1539.95,1329.09,809.38,628.33,408.95,308.84,-31.95,-261.98,-570.83,-551.66,-91.59,178.92,668.8,817.9,1009.59,1079.88,1109.7,958.48,457.94,198.09,-10.65,-70.29,-251.33,-270.5,-21.3,259.85,739.09,879.67,1058.58,1099.05,668.8,398.3,48.99,-21.3,-300.32,-651.76,-1290.75,-1331.22,-781.69,-391.91,349.31,687.97,1158.69,1179.99,1039.41,939.31,758.26,628.33,138.45,-40.47,-430.25,-581.48,-811.51,-811.51,-570.83,-391.91,-330.14,-451.55,-811.51,-871.15,-790.21,-711.4,-730.57,-600.64,-330.14,-230.03,-351.44,-381.26,-191.7,-110.76,-430.25,-660.28,-1030.89,-1190.64,-1631.54,-1780.64,-1631.54,-1350.39,-270.5,97.98,728.44,788.08,368.48,29.82,-511.19,-751.87,-1071.36,-1190.64,-1331.22,-1350.39,-1431.32,-1510.13,-1531.43,-1410.02,-592.13,-321.62,-10.65,129.93,389.78,419.6,198.09,48.99,-210.86,-321.62,-541.01,-592.13,-600.64,-570.83,-451.55,-340.79,-40.47,-31.95,-70.29,-51.12,119.28,238.55,178.92,8.52,-670.93,-971.26,-1271.58,-1231.11,-851.98,-551.66,78.81,398.3,1028.76,1079.88,949.96,779.56,538.88,379.13,78.81,-110.76,-451.55,-470.72,-470.72,-451.55,-240.68,8.52,658.15,839.2,558.05,389.78,138.45,0,-430.25,-711.4,-990.43,-952.09,-630.46,-430.25,-51.12,119.28,479.24,579.35,598.51,638.98,779.56,658.15,78.81,-151.23,-270.5,-191.7,0,59.64,-31.95,-132.06,-230.03,-132.06,119.28,219.38,238.55,238.55,138.45,-21.3,-310.97,-391.91,-370.61,-351.44,-430.25,-470.72,-451.55,-430.25,-430.25,-430.25,-191.7,-21.3,219.38,178.92,-140.58,-161.88,-121.41,-151.23,-291.8,-321.62,-411.08,-440.9,-481.37,-492.02,-300.32,-170.4,119.28,227.9,349.31,328.01,59.64,-21.3,-51.12,-110.76,-270.5,-351.44,-391.91,-370.61,-310.97,-270.5,-110.76,-21.3,279.02,398.3,558.05,638.98
817.9,619.81,59.64,-170.4,-470.72,-511.19,-451.55,-351.44,-70.29,8.52,-31.95,-80.94,8.52,178.92,498.41,509.06,259.85,198.09,138.45,138.45,19.17,-70.29,-470.72,-690.1,-911.62,-911.62,-751.87,-651.76,-370.61,-191.7,159.75,398.3,1118.22,1288.62,1209.81,1009.59,590,468.59,398.3,319.49,-10.65,-210.86,-500.54,-500.54,-261.98,-100.11,138.45,208.73,298.19,319.49,489.89,479.24,227.9,78.81,38.34,19.17,-170.4,-291.8,-170.4,-21.3,398.3,558.05,817.9,918.01,698.62,519.71,349.31,359.96,108.63,-191.7,-851.98,-952.09,-530.36,-230.03,249.2,479.24,949.96,1058.58,1009.59,939.31,918.01,788.08,219.38,-61.77,-611.29,-790.21,-990.43,-952.09,-611.29,-411.08,-210.86,-270.5,-530.36,-611.29,-592.13,-530.36,-451.55,-340.79,-170.4,-161.88,-451.55,-551.66,-451.55,-321.62,-351.44,-451.55,-751.87,-971.26,-1490.96,-1672.01,-1631.54,-1390.85,-362.09,19.17,468.59,509.06,198.09,-21.3,-370.61,-530.36,-730.57,-790.21,-851.98,-871.15,-930.79,-1011.72,-1111.83,-1030.89,-251.33,-21.3,108.63,189.57,408.95,449.42,259.85,29.82,-251.33,-370.61,-430.25,-430.25,-400.43,-370.61,-281.15,-261.98,-340.79,-391.91,-492.02,-511.19,-330.14,-191.7,-132.06,-270.5,-651.76,-771.04,-690.1,-551.66,-151.23,0,438.77,638.98,988.3,958.48,788.08,638.98,349.31,219.38,48.99,8.52,-132.06,-140.58,-191.7,-251.33,-191.7,8.52,509.06,679.45,519.71,408.95,159.75,38.34,-191.7,-291.8,-310.97,-291.8,-210.86,-151.23,38.34,219.38,498.41,558.05,519.71,519.71,658.15,638.98,319.49,129.93,-51.12,-10.65,259.85,349.31,178.92,29.82,-132.06,-70.29,38.34,89.46,59.64,48.99,0,-31.95,-170.4,-191.7,-151.23,-151.23,-330.14,-470.72,-651.76,-670.93,-690.1,-690.1,-570.83,-411.08,-91.59,8.52,119.28,238.55,468.59,489.89,289.67,168.27,-80.94,-251.33,-611.29,-681.58,-500.54,-300.32,149.1,349.31,558.05,558.05,219.38,59.64,-91.59,-191.7,-511.19,-711.4,-911.62,-871.15,-651.76,-492.02,-151.23,38.34,538.88,698.62,817.9,798.73
379.13,198.09,-110.76,-251.33,-351.44,-310.97,-230.03,-210.86,-70.29,0,198.09,238.55,227.9,208.73,219.38,198.09,-10.65,-51.12,-31.95,8.52,38.34,38.34,-70.29,-210.86,-470.72,-530.36,-451.55,-351.44,-170.4,-51.12,178.92,319.49,479.24,457.94,438.77,398.3,268.37,168.27,129.93,89.46,19.17,-91.59,-161.88,-170.4,-230.03,-281.15,-291.8,-230.03,-121.41,-91.59,29.82,78.81,78.81,97.98,219.38,198.09,-70.29,-210.86,-151.23,-10.65,119.28,138.45,198.09,259.85,328.01,279.02,249.2,219.38,-31.95,-370.61,-920.14,-911.62,-340.79,-31.95,289.67,419.6,538.88,598.51,679.45,658.15,519.71,359.96,-91.59,-340.79,-790.21,-900.97,-830.68,-630.46,-230.03,-132.06,-31.95,-10.65,-10.65,-70.29,-210.86,-251.33,-291.8,-270.5,-270.5,-330.14,-551.66,-690.1,-771.04,-690.1,-391.91,-251.33,-170.4,-310.97,-730.57,-930.79,-1030.89,-971.26,-551.66,-411.08,-230.03,-191.7,-91.59,-70.29,-210.86,-330.14,-470.72,-492.02,-451.55,-430.25,-430.25,-430.25,-492.02,-492.02,-261.98,-200.21,-221.51,-221.51,-132.06,-31.95,19.17,-10.65,-191.7,-200.21,-140.58,-110.76,-151.23,-140.58,-170.4,-230.03,-760.39,-871.15,-800.86,-611.29,0,319.49,457.94,319.49,19.17,19.17,219.38,319.49,379.13,359.96,298.19,268.37,149.1,78.81,-21.3,-132.06,-200.21,-210.86,-181.05,-230.03,-351.44,-400.43,-430.25,-451.55,-310.97,-230.03,-21.3,-21.3,-291.8,-300.32,-151.23,-61.77,-51.12,-70.29,-132.06,-151.23,-191.7,-151.23,-21.3,78.81,138.45,119.28,97.98,159.75,419.6,428.12,178.92,29.82,-132.06,-110.76,8.52,48.99,48.99,-21.3,-31.95,-21.3,159.75,208.73,178.92,168.27,-21.3,-70.29,-191.7,-191.7,-170.4,-210.86,-351.44,-430.25,-492.02,-470.72,-330.14,-270.5,-151.23,-70.29,8.52,8.52,319.49,579.35,879.67,817.9,319.49,119.28,-61.77,-110.76,-291.8,-362.09,-210.86,-10.65,338.66,479.24,638.98,658.15,319.49,159.75,-31.95,-110.76,-391.91,-530.36,-730.57,-730.57,-551.66,-391.91,-51.12,97.98,479.24,619.81,758.26,739.09
119.28,8.52,-191.7,-230.03,-170.4,-91.59,19.17,48.99,0,0,-91.59,-100.11,8.52,29.82,119.28,108.63,8.52,-10.65,-51.12,-132.06,-370.61,-451.55,-492.02,-470.72,-370.61,-291.8,-91.59,-10.65,-21.3,0,119.28,219.38,438.77,438.77,319.49,238.55,159.75,178.92,159.75,97.98,-31.95,-80.94,-61.77,-10.65,97.98,168.27,208.73,178.92,97.98,97.98,119.28,119.28,0,-10.65,-70.29,-31.95,38.34,119.28,238.55,279.02,298.19,259.85,119.28,0,-270.5,-330.14,-391.91,-391.91,-421.73,-470.72,-500.54,-451.55,-151.23,-51.12,38.34,78.81,0,-51.12,-200.21,-230.03,-170.4,-140.58,-151.23,-151.23,-191.7,-251.33,-370.61,-391.91,-492.02,-551.66,-690.1,-730.57,-790.21,-851.98,-971.26,-990.43,-1050.06,-1020.24,-830.68,-722.05,-630.46,-611.29,-611.29,-621.94,-711.4,-760.39,-781.69,-800.86,-851.98,-851.98,-790.21,-711.4,-300.32,-121.41,8.52,-10.65,-170.4,-310.97,-611.29,-771.04,-971.26,-1011.72,-1050.06,-1050.06,-1050.06,-1050.06,-1030.89,-1001.07,-860.5,-781.69,-611.29,-511.19,-391.91,-381.26,-541.01,-592.13,-630.46,-630.46,-592.13,-551.66,-430.25,-400.43,-362.09,-351.44,-330.14,-370.61,-381.26,-330.14,-61.77,0,59.64,8.52,-291.8,-411.08,-470.72,-430.25,-291.8,-230.03,-91.59,-21.3,8.52,0,-91.59,-251.33,-440.9,-470.72,-381.26,-391.91,-440.9,-440.9,-270.5,-151.23,19.17,59.64,159.75,138.45,8.52,-40.47,-91.59,-121.41,-330.14,-451.55,-451.55,-351.44,-132.06,-70.29,-31.95,8.52,119.28,138.45,97.98,78.81,279.02,328.01,238.55,168.27,97.98,119.28,159.75,198.09,198.09,189.57,238.55,289.67,319.49,328.01,359.96,449.42,668.8,638.98,479.24,419.6,398.3,398.3,379.13,398.3,438.77,398.3,198.09,97.98,97.98,178.92,259.85,238.55,408.95,549.53,728.44,709.27,598.51,519.71,328.01,238.55,138.45,108.63,159.75,219.38,328.01,389.78,628.33,749.74,898.84,879.67,758.26,698.62,638.98,638.98,598.51,538.88,438.77,419.6,398.3,398.3,438.77,519.71,739.09,798.73
